microsample	total_before_filtering.total_reads	total_after_filtering.total_reads	total_low_quality_reads	total_adapter_trimmed_reads	total_before_filtering.total_bases	total_after_filtering.total_bases	total_adapter_trimmed_bases	percent_before_filtering.gc_content	percent_after_filtering.gc_content	percent_duplication.rate
M300369	5479166	5211122	53842	1944064	821874900	726799383	69826573	0.505093	0.500972	0.113617
M300370	4281832	4107390	47052	1184173	642274800	582524942	42190480	0.501932	0.497957	0.109053
M300371	8249848	7961334	87486	2157205	1237477200	1134225629	73305680	0.502592	0.499258	0.14773
M300372	6236892	5949376	67068	1741154	935533800	845228034	61693054	0.501561	0.495623	0.15769
M300373	6277816	5947584	62826	1838211	941672400	843017188	66985601	0.507066	0.500195	0.245216
M300374	5683252	4620080	62766	2225824	852487800	651955120	107331259	0.53057	0.490348	0.504287
M300375	7636552	1996002	115772	6443089	1145482800	246019444	416550582	0.649029	0.442432	0.711063
M300376	17002374	388192	190006	15380565	2550356100	44703880	1075980229	0.735355	0.429298	0.817278
M300377	4218398	177412	72272	3726918	632759700	24559611	259628019	0.730754	0.512448	0.886244
M300378	31278362	329214	764658	27028525	4691754300	46588516	1885002581	0.736783	0.403692	0.890346
M300379	10013968	3103412	427734	6517184	1502095200	432345198	424636732	0.635978	0.445562	0.795316
M300380	11622832	84092	118200	10390945	1743424800	8907953	729610133	0.737374	0.453017	0.905446
M300381	11058622	808330	115794	9650692	1658793300	99881428	665101897	0.713806	0.438843	0.853023
M300382	11039652	719670	120272	9544844	1655947800	89832886	659216299	0.717735	0.448433	0.82176
M300385	364422	1992	50000	337367	54663300	183336	22932543	0.66455	0.565514	0.028467
M300387	1419046	1195166	46966	617494	212856900	162888820	29588356	0.513607	0.50093	0.567867
M300388	73094612	280050	814472	69873841	10964191800	31154538	4893500177	0.74658	0.444326	0.886875
M300389	21825006	53058	455658	21150019	3273750900	7035659	1459323865	0.72497	0.424261	0.109142
M300390	2623744	1742482	219014	1541409	393561600	226896443	84829076	0.571342	0.558296	0.354197
M300391	77954616	579384	746974	75347180	11693192400	67521343	5269958048	0.745562	0.43362	0.915409
M300392	43172944	4654	132560	42163687	6475941600	547511	2958195308	0.749607	0.449511	0.89344
M300393	10962066	8191990	805682	5843897	1644309900	1080139584	297831331	0.538193	0.516599	0.516575
M300394	5763582	3820750	535556	3625495	864537300	488515986	192697750	0.52911300000000006	0.481599	0.450045
M300395	1129116	1024836	25794	293613	169367400	146114710	13376990	0.548618	0.546275	0.470042
M300396	5073412	4263948	59526	2590375	761011800	574798584	119764404	0.545932	0.539372	0.673016
M300397	1258962	749534	116970	934026	188844300	90075615	51834308	0.508232	0.436409	0.293408
M300398	20002584	15200166	1874116	9331713	3000387600	2062545169	451708303	0.5776	0.565311	0.544708
M300399	23947048	710430	331206	22850699	3592057200	79844989	1585060740	0.7306	0.487275	0.785511
M300400	1766212	1099754	140992	1268044	264931800	134635446	70018464	0.512798	0.457494	0.367255
M300402	379312	254316	24042	226961	56896800	32899435	12809653	0.518842	0.480861	0.241242
M300403	23815838	17633930	1051260	11039044	3572375700	2396504155	616308298	0.557235	0.549564	0.51203
M300404	3575538	2907008	153352	1412588	536330700	401227537	73141400	0.543782	0.535035	0.52415
M300406	2500114	1948838	97132	1310214	375017100	259080171	67159157	0.536712	0.523361	0.474854
M300407	538892	313506	51246	410734	80833800	37155885	23097076	0.519159	0.459684	0.261403
M300408	15445414	11848464	677854	6733312	2316812100	1631129669	364060396	0.521898	0.502694	0.532031
M300409	898394	553380	75760	630851	134759100	68059736	35279282	0.538566	0.501131	0.319245
M300410	2132962	1291216	355356	1362629	319944300	162704287	70706235	0.537842	0.462892	0.384619
M300412	956804	488140	50010	743018	143520600	59275772	44424324	0.550947	0.48748	0.209401
M300413	5647046	2762494	99872	4446461	847056900	342351820	273352972	0.552529	0.488028	0.341713
M300414	18194234	15852798	758236	4729932	2729135100	2272419281	224393994	0.478584	0.453387	0.638101
M300415	6453732	5572232	209160	2174618	968059800	782015658	104197241	0.546909	0.542	0.609058
M300416	19308686	15078830	710032	11267701	2896302900	1987440278	535707127	0.452542	0.404396	0.586892
M300417	3273744	3050076	43586	872137	491061600	432951236	37794093	0.524884	0.519986	0.342073
M300419	765964	448384	59486	576629	114894600	53751134	32818218	0.528558	0.475738	0.27365
M300420	3771584	1413730	34260	3336707	565737600	163605138	216245811	0.547528	0.442259	0.13217
M300421	3530964	3398522	30538	874502	529644600	484622001	32675645	0.540496	0.53976	0.304805
M300422	12087938	11613230	176248	1704573	1813190700	1697552877	66041849	0.506754	0.503494	0.608184
M300423	9616282	7580934	447152	2772538	1442442300	1103751230	152720628	0.53254	0.498565	0.217286
M300424	14454602	14182844	137512	1828470	2168190300	2081705226	55125924	0.521848	0.521071	0.695621
M300426	13849412	13387280	201836	1481452	2077411800	1973116245	53011874	0.509502	0.505844	0.632143
M300428	7750760	6390370	82428	3361675	1162614000	881060910	170759539	0.54517	0.53526	0.552581
M300429	32136170	25754	479654	31316940	4820425500	3541011	2176676878	0.724379	0.50497	0.409761
M300430	33286148	32238712	567476	3529263	4992922200	4751077496	118776465	0.449953	0.445315	0.663124
M300431	14595804	8055872	593250	7402987	2189370600	1163059416	475346571	0.586726	0.495585	0.276997
M300432	10018696	9225288	322248	2194905	1502804400	1329234489	90968170	0.555086	0.550195	0.641953
M300433	7487292	7111118	159942	1101326	1123093800	1037644076	45110011	0.454772	0.447752	0.294485
M300434	11104480	10783986	178716	1503371	1665672000	1578579896	48505522	0.539646	0.538237	0.56677
M300435	323986	161084	35868	265103	48597900	18173699	15539355	0.517417	0.430369	0.135969
M300437	8538030	5610564	310080	3301629	1280704500	822287800	202915450	0.564703	0.491508	0.113363
M300438	10702012	4740956	235292	6342808	1605301800	690604591	417500468	0.613245	0.481123	0.239831
M300439	14826342	14609292	159152	1147089	2223951300	2165221505	29902120	0.510547	0.509642	0.207507
M300440	3714656	2736	14916	3523903	557198400	304632	247374784	0.748302	0.437193	0.89888
M300441	11988152	11825146	105758	1481983	1798222800	1738013686	39480206	0.530408	0.529911	0.170968
M300442	17504504	17176922	241450	1679927	2625675600	2535944935	46219171	0.512997	0.511848	0.24017
M300443	16573916	16259964	234222	1379229	2486087400	2405813330	38390600	0.497719	0.496247	0.203261
M300444	8293378	6590572	295514	2498107	1244006700	957267933	131739794	0.538961	0.499414	0.120137
M300445	27227882	26747150	268442	3026950	4084182300	3939206515	87234895	0.531449	0.530758	0.561499
M300446	17044224	16730958	256992	1185921	2556633600	2482530447	30399003	0.508496	0.507392	0.168279
M300447	32145826	31767198	267252	2216518	4821873900	4717367804	54462724	0.558183	0.558192	0.657814
M300448	13973104	13797832	134574	1026079	2095965600	2045981742	26207350	0.501635	0.50082	0.204082
M300449	14935496	14693586	171720	1637202	2240324400	2164708955	44055274	0.51949	0.518725	0.208324
M300450	14119556	13855640	184058	1384936	2117933400	2044027493	39496294	0.51704	0.515924	0.221316
M300451	12938034	11662784	152986	3931966	1940705100	1663004589	164637403	0.516766	0.498895	0.355859
M300452	12346146	11966182	193194	1892920	1851921900	1744941392	63067356	0.514479	0.512242	0.124774
M300453	12567824	12341622	167968	1224072	1885173600	1822224766	32758039	0.520463	0.519617	0.314207
M300454	16399324	16113488	184706	2070467	2459898600	2365944432	57988577	0.530769	0.530185	0.368546
M300455	21129644	20674860	261162	1878198	3169446600	3058364865	56102171	0.443464	0.440449	0.202155
M300456	4307464	4722	14924	4081801	646119600	530197	286549059	0.748203	0.431166	0.895176
M300457	16810226	16195888	175344	2826522	2521533900	2354179642	106703070	0.513397	0.510212	0.152417
M300458	25515480	25095272	332350	1854021	3827322000	3721639224	47896882	0.508647	0.507676	0.215828
M300459	5296798	4333446	165934	1528227	794519700	629592204	78108263	0.533524	0.496903	0.19132
M300460	15162416	14789810	198096	2315224	2274362400	2158768467	71732845	0.512446	0.510612	0.146596
M300461	16635034	16256678	165680	2553913	2495255100	2370391261	83392521	0.541418	0.540856	0.499885
M300462	19693860	19418950	176684	1579924	2954079000	2876930832	42156323	0.528467	0.527839	0.527637
M300463	7529364	7368058	65098	1179856	1129404600	1074768207	37349983	0.53258	0.531743	0.135779
M300464	11397608	11009366	226782	2056362	1709641200	1597016305	65680581	0.527978	0.52624	0.117819
M300465	15022048	14763532	113374	2210048	2253307200	2157203312	67556439	0.523021	0.522051	0.163622
M300466	15604726	15223582	208188	2668639	2340708900	2214852870	80766500	0.522587	0.521296	0.134536
M300467	23518420	23227342	232332	1221385	3527763000	3457921877	29492010	0.508694	0.508011	0.169409
M300468	16980364	16616082	213672	1542602	2547054600	2454341918	48499752	0.515084	0.513767	0.464171
M300469	33731560	33146970	257878	4026183	5059734000	4872322685	122802999	0.539856	0.539371	0.550579
M300470	18133336	17764408	264226	1851788	2720000400	2619426975	52127025	0.524441	0.523491	0.281549
M300471	16085090	15780366	213532	1292063	2412763500	2336520952	36581166	0.509081	0.507865	0.163601
M300473	51492958	50576624	569726	4209377	7723943700	7483929505	125421288	0.536379	0.535572	0.507176
M300474	11176914	10956626	128178	1386170	1676537100	1608879763	40911657	0.536165	0.535567	0.400836
M300475	12659882	12381598	173408	1616232	1898982300	1817819573	46092679	0.484572	0.482976	0.189358
M300476	7714370	6144516	102394	1615295	1157155500	917716381	109657524	0.569884	0.52743	0.57544
M300477	12809818	12256292	123730	678445	1921472700	1833551916	33253449	0.538878	0.530978	0.750938
M300478	511322	359128	12024	156600	76698300	53393555	10882112	0.552349	0.473717	0.488479
M300479	6921556	6591564	75468	347105	1038233400	986718201	19223868	0.530191	0.520921	0.633373
M300480	2120556	1875912	31488	238311	318083400	280617575	15948375	0.493138	0.463916	0.56652
M300481	2070924	602084	56866	1350369	310638600	88742806	98804575	0.669704	0.517743	0.0972996
M300482	15405400	14583090	165246	1034983	2310810000	2179203147	51384177	0.524902	0.514258	0.730841
M300483	6782124	5980814	77112	821445	1017318600	894639472	53646594	0.558872	0.535633	0.618234
M300485	21045266	20549806	182130	741337	3156789900	3073772083	27731724	0.529161	0.525148	0.538704
M300486	14827936	14512074	141512	553575	2224190400	2169383341	17110410	0.539354	0.536168	0.628774
M300487	10001322	6986390	152996	3108522	1500198300	1039083207	214685530	0.592165	0.530332	0.302353
M300488	12506590	11993050	142796	652920	1875988500	1792779047	29720183	0.533584	0.52603	0.494666
M300489	10520558	9953824	115496	780937	1578083700	1485666599	37822701	0.521949	0.510758	0.520349
M300490	14551914	12955904	168596	1833204	2182787100	1932620184	110682965	0.532449	0.507615	0.506311
M300491	925330	814562	13560	131948	138799500	121264325	7586174	0.517383	0.488893	0.471281
M300492	38871280	37713394	359122	1564301	5830692000	5642038514	66568053	0.545875	0.540893	0.354849
M300493	872088	806434	10780	113983	130813200	119664679	5169047	0.500591	0.483218	0.688238
M300494	20325412	19990040	156768	582477	3048811800	2990988971	17111915	0.539155	0.536677	0.320424
M300495	60365954	59122636	640322	1472404	9054893100	8851890516	48245236	0.536059	0.533027	0.573252
M300496	17242532	16927792	174344	435432	2586379800	2533596272	12091367	0.537988	0.535386	0.359306
M300497	26874100	26238482	280740	911912	4031115000	3924764567	31475766	0.534812	0.531003	0.376041
M300498	12438578	12165080	107086	518625	1865786700	1818125677	16434128	0.531025	0.527501	0.395222
M300500	17022702	16702530	157378	550993	2553405300	2498177972	16180086	0.553283	0.550748	0.235061
M300501	16862828	16472136	187392	744242	2529424200	2459927575	21785704	0.53911	0.535623	0.248233
M300502	18409072	17611754	176556	1515240	2761360800	2620998042	61074699	0.539419	0.53159	0.386362
M300503	58430358	57359456	600000	1299144	8764553700	8587641327	37566460	0.53468	0.532024	0.434538
M300505	45914112	44664650	496122	1440415	6887116800	6684133301	61498119	0.538518	0.53418	0.321609
M300506	19308006	19046772	139162	485277	2896200900	2849869622	12306759	0.53059	0.528624	0.237366
M300507	146837102	144190446	1558916	3944803	22025565300	21574981840	104280295	0.538068	0.535611	0.555569
M300508	26092006	25694804	317720	458805	3913800900	3846094792	8526130	0.522702	0.520516	0.206871
M300510	68761348	67114674	957726	4917286	10314202200	9955943678	126862180	0.439008	0.434786	0.0793034
M300511	101520240	99293454	1327758	7809355	15228036000	14712254356	206760220	0.445215	0.441528	0.0812425
M300512	83830564	81771058	1212798	7383106	12574584600	12093016186	193575104	0.444624	0.440177	0.0746366
M300513	88454396	86116648	1239602	19755550	13268159400	12407407918	567899522	0.525657	0.523347	0.0478532
M300514	73367352	71631254	1009532	5905174	11005102800	10608075541	152389682	0.448299	0.444056	0.0847962
M300515	5120504	4840006	91404	1409953	768075600	689045948	48583276	0.463459	0.451058	0.0557414
M300516	105488432	103075550	1370146	11836424	15823264800	15170263282	326639750	0.444634	0.440197	0.0713424
M300517	76521240	74877124	988862	8179013	11478186000	11039933576	212230198	0.48215	0.479024	0.0689892
M300518	61237536	59759268	853258	5695977	9185630400	8823738383	157632148	0.452692	0.448515	0.0811209
M300519	80643930	78737586	1111002	7428146	12096589500	11626204033	205716030	0.44675	0.442438	0.078152
M300520	70863370	69252966	951802	6209810	10629505500	10239040854	172443161	0.468032	0.464745	0.079047
M300521	90338322	87787292	1460198	6728720	13550748300	12998416863	197984294	0.443069	0.438039	0.0934648
M300522	87988854	86078472	1143982	7790636	13198328100	12722577867	218011633	0.476049	0.473052	0.0833321
M300523	106347272	95947940	2163418	30986220	15952090800	13609906366	1353957168	0.481875	0.462267	0.238147
M300524	87619756	85655100	1132008	7045618	13142963400	12676572612	193556365	0.445682	0.441698	0.0877063
M300525	83929848	81877038	1214202	6692568	12589477200	12121940265	179836209	0.446207	0.441888	0.0827392
M300526	72452040	70627796	1020842	6989848	10867806000	10425304287	188589368	0.447602	0.442879	0.0845303
M300527	84409306	82408126	1198506	6597425	12661395900	12204434706	176785525	0.441045	0.436758	0.0755611
M300528	116925964	110575374	1454952	30257122	17538894600	15810923243	1076999788	0.456731	0.442478	0.229561
M300529	79234364	76989320	1218854	6291842	11885154600	11388108475	185762714	0.445941	0.440768	0.0866017
M300530	83088748	80937218	1255144	7684610	12463312200	11941810555	221550145	0.448535	0.443781	0.0749905
M300531	79036836	77046874	1097652	12510990	11855525400	11226464413	374452594	0.50517	0.502302	0.0672275
M300532	82844902	80969634	1098964	7844761	12426735300	11954294650	215907059	0.465783	0.462148	0.0749355
M300533	75125946	73242442	1089214	6088847	11268891900	10838589901	167181352	0.447798	0.443328	0.086627
M300534	14287838	1756570	318544	12470449	2143175700	239488771	839301110	0.725994	0.497992	0.725586
M300535	20129926	5740018	152648	14810510	3019488900	831302579	987173131	0.658361	0.421634	0.697536
M300536	12835058	452194	86444	12211591	1925258700	57412665	826551662	0.754478	0.466986	0.744702
M300537	13171600	136932	144948	12580876	1975740000	17173367	860579486	0.758167	0.477236	0.661946
M300538	12781330	1782542	77098	11049513	1917199500	249992528	742298516	0.712623	0.435279	0.732201
M300539	12608430	623270	104866	11872095	1891264500	79618101	801236217	0.747712	0.468812	0.740051
M300540	19937150	584260	156164	18946298	2990572500	74754813	1277645850	0.757204	0.463424	0.802856
M300541	10069624	266648	80548	9674726	1510443600	31540333	655327924	0.754461	0.441373	0.765421
M300542	72127832	70516620	944882	6603798	10819174800	10416454949	177082621	0.446514	0.442418	0.0785161
M300543	75261968	73545228	1032040	7227619	11289295200	10852625686	199363332	0.451185	0.447194	0.073706
M300544	71455984	69930330	919584	5775276	10718397600	10353185237	151742420	0.445621	0.441876	0.0722596
M300545	76490694	74287808	1197564	6000161	11473604100	10993934296	172879405	0.442859	0.437524	0.0845094
M300546	79276128	76929672	1273860	5147459	11891419200	11412420781	150295696	0.440273	0.43489	0.0888969
M300547	83965244	81715578	1278914	6744937	12594786600	12087034213	197811884	0.44210700000000003	0.437333	0.0832178
M300548	66859544	65136888	989702	4897307	10028931600	9650723252	140539402	0.433207	0.428551	0.0977105
M300549	79699878	77272324	1406702	5681494	11954981700	11449650789	162377751	0.436727	0.431111	0.0912353
M300550	12716848	12442790	158708	1026351	1907527200	1842419307	27401059	0.434185	0.430241	0.0802771
M300551	19729836	1559286	186066	18035334	2959475400	209984620	1216706307	0.739074	0.470963	0.684898
M300552	36788500	573584	148254	35426196	5518275000	68561238	2384744816	0.762632	0.436039	0.840036
M300553	16728192	252118	79984	16098172	2509228800	29961313	1092168162	0.76246100000000006	0.430141	0.82363
M300554	58206558	55131372	813592	7160591	8730983700	8172554896	233140207	0.52468	0.513674	0.321064
M300555	6953168	875760	101914	6031725	1042975200	128745512	390780286	0.745773	0.544339	0.354959
M300556	4510494	1433242	53662	3174783	676574100	210553963	199416057	0.694974	0.525602	0.352143
M300557	41042748	35099682	771902	9910211	6156412200	5150955763	437286325	0.570108	0.539916	0.408156
M300558	3689064	148112	61910	3140566	553359600	20412588	204055768	0.776181	0.559077	0.253603
M300559	45343430	43413546	663192	6146613	6801514500	6405903690	181617755	0.529837	0.522284	0.140972
M300560	42538238	40291514	612994	7044236	6380735700	5923110635	219825716	0.526683	0.516025	0.209627
M300561	47322288	45468196	752032	5279444	7098343200	6731590640	151106425	0.521656	0.514693	0.233104
M300562	46776708	45532388	660468	4315530	7016506200	6756448275	103067261	0.519839	0.515771	0.246612
M300563	49151014	46637910	768838	5225104	7372652100	6926523798	174165920	0.527617	0.51754	0.128353
M300564	3530170	2889258	48156	877176	529525500	427157228	43903045	0.563805	0.519641	0.41457
M300565	3091984	69352	36406	2935613	463797600	9773794	192056683	0.77254	0.569378	0.25962
M300566	37295718	34699290	509330	5963646	5594357700	5119646635	214071573	0.536276	0.521345	0.22982
M300567	42354370	40155832	663216	4857265	6353155500	5956641487	158363184	0.526336	0.516048	0.267695
M300568	3122782	1296578	40676	2446178	468417300	173038816	137936059	0.644036	0.462158	0.28906
M300569	36471496	34568238	595372	4591176	5470724400	5117267240	145597986	0.529317	0.519276	0.202228
M300570	47887038	46393578	656258	3404259	7183055700	6909245498	96277865	0.522208	0.517039	0.29726
M300571	48127476	46487192	701062	3718425	7219121400	6917433451	107335401	0.523516	0.517742	0.366198
M300572	17762784	11546746	353854	6879409	2664417600	1703542015	397155498	0.599426	0.508925	0.3501
M300573	987916	395768	14280	644438	148187400	57628094	39098058	0.678268	0.540815	0.268527
M300574	38821918	37255948	669838	3079269	5823287700	5545317326	92291839	0.518092	0.510936	0.265141
M300575	14669330	29796	260804	13933956	2200399500	3804621	916120478	0.774248	0.609165	0.340404
M300576	40859688	39143594	559322	4513161	6128953200	5803569727	136275414	0.524154	0.516087	0.349328
M300577	46062590	43726358	713878	7122355	6909388500	6432174843	222811494	0.523249	0.513057	0.23347300000000001
M300578	54403128	52777180	672548	6277559	8160469200	7813265835	158011415	0.527825	0.522955	0.315945
M300579	4805708	592876	60918	4130825	720856200	87138193	267494785	0.751112	0.581058	0.316745
M300580	48883918	45201552	795486	5964740	7332587700	6715984468	241359247	0.542675	0.527127	0.261227
M300581	42496670	39865840	770742	4509171	6374500500	5924034502	164935674	0.53423	0.522186	0.444309
M300582	17004980	11053672	360612	4312878	2550747000	1634377418	246241826	0.619522	0.522643	0.133137
M300583	44142262	42459184	766752	2999832	6621339300	6328499962	89013378	0.5226	0.516221	0.285874
M300584	44002346	42854486	683428	2742581	6600351900	6385428280	64185016	0.520009	0.516414	0.220271
M300585	1941852	994076	50124	1051866	291277800	144794967	63285172	0.612573	0.468901	0.304115
M300586	346456	166470	7890	238450	51968400	23020811	13157190	0.682093	0.592691	0.211248
M300587	434392	91978	23424	354239	65158800	12666058	22100041	0.728065	0.582863	0.132885
M300588	100750630	97851774	1454472	13328444	15112594500	14432246746	324862065	0.527133	0.522874	0.48054
M300589	55023522	52091584	884814	6742494	8253528300	7714516125	218945675	0.527283	0.516739	0.29012
M300590	43731716	42410712	743088	4749505	6559757400	6272133004	117904568	0.514503	0.509869	0.339602
M300591	490120	228580	10368	285942	73518000	33356648	17155024	0.693518	0.604534	0.239619
M300592	48707620	46772872	792322	3701184	7306143000	6965414755	114229398	0.519738	0.512575	0.204436
M300593	45125458	43526312	686830	5502145	6768818700	6431298190	148188647	0.519956	0.513768	0.292619
M300594	52001076	49488626	742072	6736321	7800161400	7317341779	211528924	0.528928	0.5194	0.337881
M300595	54883926	52968572	840214	5226722	8232588900	7862408096	142599481	0.51552	0.509457	0.274747
M300596	52777964	50936014	908702	2420586	7916694600	7606662834	80359500	0.519526	0.513865	0.283792
M300597	59786184	58024204	983212	5438710	8967927600	8612130654	130036970	0.519674	0.515382	0.381555
M300598	51932876	50385028	783906	4838035	7789931400	7473021906	123514047	0.519168	0.514413	0.299393
M300599	49738156	48154838	759388	2760294	7460723400	7184003320	83830537	0.524178	0.519109	0.19433
M300600	848944	150618	23678	700017	127341600	21399217	44704016	0.730935	0.539287	0.199641
M300601	7162768	4153800	123762	3795949	1074415200	596841364	209083279	0.691373	0.637648	0.282408
M300602	14329858	12961166	194792	3952750	2149478700	1865854518	153923919	0.477927	0.448477	0.494253
M300603	4827904	2577876	83794	2509957	724185600	377334180	149905199	0.598657	0.449789	0.374753
M300604	10752892	298050	128442	10264201	1612933800	39238335	669386229	0.773199	0.565221	0.150809
M300605	1912394	982374	29280	1092709	286859100	141991409	63806841	0.62075	0.480887	0.365517
M300606	1311520	1051676	19178	485190	196728000	151958601	21487150	0.587469	0.545483	0.438599
M300607	880198	231418	21084	736940	132029700	30426338	44245050	0.718438	0.573644	0.190069
M300608	2422996	1947440	40054	730445	363449400	284625639	35830812	0.47167	0.400075	0.457165
M300609	8833250	6406798	102542	3287394	1324987500	934993756	175318445	0.499459	0.397757	0.442901
M300610	9427188	4551766	111252	5306963	1414078200	669141371	320669263	0.591686	0.396257	0.415105
M300611	5914334	267318	81396	5558919	887150100	38471967	362904478	0.759834	0.469293	0.327783
M300612	8375058	5635824	147282	3310141	1256258700	827980840	186800814	0.547661	0.43741	0.377908
M300613	4225568	396986	69846	3798909	633835200	57150384	246095467	0.746157	0.464218	0.312924
M300614	4655762	175552	57732	4413293	698364300	24666995	287966239	0.767397	0.566714	0.297917
M300615	43791720	48904	429874	42589686	6568758000	6462805	2784347318	0.775523	0.609751	0.470865
M300616	5358532	2330802	122006	3075347	803779800	344636650	193596624	0.621922	0.429426	0.361728
M300617	6526366	3269466	121590	3569290	978954900	479556280	215350024	0.601865	0.433758	0.400527
M300618	11345618	151344	172646	10618075	1701842700	19997833	689285629	0.778537	0.609688	0.324398
M300619	6064888	2877266	87666	3499307	909733200	420149936	210092089	0.595283	0.396411	0.383406
M300620	637182	564126	11528	203582	95577300	80738053	7871507	0.555266	0.531596	0.464062
M300621	26829492	97236	635778	25392025	4024423800	11853057	1703644725	0.764113	0.626046	0.333838
M300622	5652052	4926106	85292	1899965	847807800	703862907	75534191	0.533624	0.500981	0.455324
M300623	3513174	2420780	81840	1477206	526976100	350322625	78392671	0.554091	0.458835	0.408256
M300624	2649582	1614384	41026	1514073	397437300	226634976	79249430	0.622209	0.526564	0.354442
M300625	1105798	910214	18834	534417	165869700	125347772	22568438	0.582534	0.549176	0.39547
M300626	2704082	580236	51678	2158613	405612300	83834741	135559353	0.73266	0.574705	0.28042
M300627	3256580	1261562	64294	2097241	488487000	184296120	128176143	0.653121	0.460396	0.344208
M300628	3991964	3618410	56134	809034	598794600	531100809	31701442	0.46032	0.430016	0.519652
M300629	13639050	12983946	273214	1801907	2045857500	1915584968	53763391	0.464359	0.453373	0.511928
M300630	48206734	45865964	1092316	5125089	7231010100	6788899531	156420366	0.450398	0.439633	0.267447
M300631	8350980	7365776	123698	2654841	1252647000	1060528745	98192122	0.530966	0.500568	0.483355
M300632	857768	251366	21706	669986	128665200	34806025	40420518	0.716427	0.587036	0.251572
M300633	7846360	7013928	108816	1593406	1176954000	1031328580	65949304	0.439394	0.401806	0.499935
M300634	9650450	6663142	165280	4041735	1447567500	972009264	208951065	0.511787	0.394633	0.432962
M300635	582122	243238	28840	404148	87318300	33127782	22876037	0.690045	0.591221	0.22353
M300636	4403574	4069462	74698	908154	660536100	594186144	32823667	0.467453	0.445841	0.507964
M300637	1607570	1456382	33494	329033	241135500	213243466	12078241	0.499511	0.474562	0.466717
M300638	2814026	2617896	25566	652688	422103900	382089913	21369791	0.410661	0.382956	0.450165
M300639	12421758	12245838	90912	3123162	1863263700	1766576132	74838616	0.387876	0.379586	0.405169
M300640	973024	878404	7270	335602	145953600	125883403	11413661	0.411977	0.368235	0.185027
M300641	1360718	955888	24248	552540	204107700	139359427	28568430	0.628143	0.571664	0.391823
M300642	19019236	51972	341264	18071916	2852885400	6784450	1187592129	0.774271	0.566209	0.406129
M300643	338004	225602	13746	179865	50700600	31510390	8375388	0.641174	0.583295	0.327683
M300644	59871342	57772116	913036	8331977	8980701300	8496402536	237379501	0.413886	0.403646	0.537501
M300645	16260754	7864894	286878	8925280	2439113100	1153518460	543180544	0.584111	0.382667	0.403331
M300646	460504	382502	10372	210562	69075600	53230765	8254634	0.609875	0.583269	0.414277
M300647	13995666	13331110	210228	1885761	2099349900	1967030094	59592705	0.419027	0.404173	0.520536
M300648	20482600	20007118	258638	2458290	3072390000	2950312051	62358860	0.39184	0.38515	0.553702
M300649	1312614	226262	39784	1016260	196892100	30829662	63939380	0.746454	0.59383	0.181066
M300650	3722720	1629924	86434	2339159	558408000	236383692	146441089	0.6718795	0.5436755	0.3256455
M300651	48310662	45106344	760664	6399457	7246599300	6679922153	249592894	0.52248000000000006	0.5104655	0.20738045
M300652	55954228	46101282	870128	12008988	8393134200	6845054701	697129394	0.542808	0.5012260000000001	0.17825645
M300653	2095770	263302	54966	1810159	314365500	38475700	126545263	0.7234555	0.518527	0.28658095
M300654	46043684	39833374	846198	8252473	6906552600	5910168373	429546133	0.5455414999999999	0.5057345	0.16350875
M300655	3081280	150796	139012	2862594	462192000	21256224	201308064	0.7507284999999999	0.5773809999999999	0.2724346
M300656	2437718	1861192	53070	711453	365657700	275151882	41911112	0.567509	0.5169600000000001	0.314855
M300657	18083628	12393206	459246	6976489	2712544200	1817704202	412298402	0.5639265	0.4811875	0.30544
M300658	44361260	40554510	559290	8427786	6654189000	5963187236	344077500	0.5299240000000001	0.5113725	0.23795495
M300659	164889484	156324236	2376424	25613742	24733422600	22997357538	849039308	0.5134544999999999	0.5029255	0.1394464
M300660	1426996	414036	23450	1104183	214049400	58926176	73354911	0.7028855	0.5867964999999999	0.24809495
M300661	49054744	47274484	677046	5973589	7358211600	6983015922	172877425	0.5106075	0.5038009999999999	0.2001079
M300662	61759364	57698910	770508	9555735	9263904600	8513143025	364036049	0.531487	0.5192935000000001	0.2114453
M300663	4536478	2000582	275330	2814171	680471700	286781626	181212992	0.695654	0.623652	0.21837225000000002
M300664	36915784	28929498	712740	14868288	5537367600	4133501666	697158614	0.5579324999999999	0.5033115	0.23581415
M300665	5290016	1454432	337358	3728625	793502400	214028266	259784735	0.6724870000000001	0.4571805	0.2411804
M300666	63324914	58903084	979436	6298089	9498737100	8776341350	283106551	0.5231005	0.5096974999999999	0.13813505
M300667	6055878	574510	237670	5373072	908381700	83892351	376484620	0.745249	0.5747405000000001	0.31759865
M300668	61338584	41535730	1069440	21282425	9200787600	6176985282	1371907585	0.582721	0.5063420000000001	0.15707359999999998
M300669	54514270	43504218	954538	12683522	8177140500	6462308727	737331601	0.5539000000000001	0.504005	0.19278974999999998
M300670	45407100	38740692	673666	9220595	6811065000	5741444094	480174395	0.549069	0.5176689999999999	0.280634
M300671	45531580	43881160	609702	3097768	6829737000	6540893287	106574257	0.5132605	0.507242	0.19396359999999999
M300672	54409810	51103046	796058	5945991	8161471500	7593077510	236045738	0.526559	0.514914	0.260642
M300673	42141018	39517054	705328	4561675	6321152700	5869688238	180332252	0.5215194999999999	0.5105065	0.2311899
M300674	51504182	49348322	601872	5103657	7725627300	7330734042	171211296	0.522595	0.5149429999999999	0.12220824999999999
