microsample,cryosection,type,cov_filtering,Xcoord,Ycoord,pixel_x,pixel_y
M305894,G121eI114B,positive,Retained By Filtering,41078.28,37816.56,465.89,278.83
M305896,G121eI114B,positive,Retained By Filtering,40983.24,38030.23,452.56,308.61
M305897,G121eI114B,positive,Retained By Filtering,40009.85,38015.83,316.04,306.6
M305898,G121eI114B,positive,Retained By Filtering,39782.95,38268.1,284.22,341.76
M305899,G121eI114B,positive,Retained By Filtering,39854.13,38850.81,294.2,422.98
M305900,G121eI114B,positive,Retained By Filtering,39948.87,39242.8,307.49,477.62
M305901,G121eI114B,positive,Retained By Filtering,39749.04,39563.17,279.46,522.27
M305902,G121eI114B,positive,Retained By Filtering,40294.09,40164.16,355.91,606.03
M305903,G121eI114B,positive,Retained By Filtering,40635.63,40209.04,403.81,612.29
M305904,G121eI114B,positive,Retained By Filtering,40013.2,39990.63,316.51,581.85
M305905,G121eI114B,positive,Retained By Filtering,40420.89,39521.76,373.69,516.5
M305906,G121eI114B,positive,Retained By Filtering,40556.62,39171.79,392.73,467.72
M305908,G121eI114B,positive,Retained By Filtering,40705.92,38891.92,413.67,428.71
M305909,G121eI114B,positive,Retained By Filtering,41140.21,38832.85,474.58,420.48
M305910,G121eI114B,positive,Retained By Filtering,40840.85,39505.47,432.59,514.23
M305911,G121eI114B,positive,Retained By Filtering,41302.8,39530.32,497.38,517.69
M305913,G121eI114B,positive,Retained By Filtering,41290.79,39216.15,495.7,473.9
M305914,G121eI114B,positive,Retained By Filtering,41465.96,38957.92,520.27,437.91
M305915,G121eI114B,positive,Retained By Filtering,41702.37,38663.54,553.42,396.88
M305916,G121eI114B,positive,Retained By Filtering,41654.17,38434.07,546.66,364.9
M305917,G121eI114B,positive,Retained By Filtering,41596.52,38145.53,538.58,324.68
M305918,G121eI114B,positive,Excluded By Filtering,42165.1,38529.86,618.32,378.25
M305919,G121eI114B,positive,Retained By Filtering,42355.95,38125.67,645.09,321.91
M305920,G121eI114B,positive,Retained By Filtering,42243.68,37875.91,629.34,287.1
M305922,G121eI114B,positive,Retained By Filtering,41926.07,38062.96,584.8,313.17
M305923,G121eI114B,positive,Retained By Filtering,41855.22,38295.89,574.86,345.64
M305924,G121eI114B,positive,Retained By Filtering,41878.31,39075.59,578.1,454.31
M305925,G121eI114B,positive,Retained By Filtering,41650.82,39220.97,546.19,474.57
M305926,G121eI114B,positive,Retained By Filtering,42860.42,38894.24,715.84,429.03
M305927,G121eI114B,positive,Retained By Filtering,43017.96,39150.24,737.94,464.71
M305928,G121eI114B,positive,Retained By Filtering,42616.78,39144.3,681.67,463.89
M305929,G121eI114B,positive,Retained By Filtering,42284.19,39083.64,635.02,455.43
M305930,G121eI114B,positive,Retained By Filtering,42123.25,39371.12,612.45,495.5
M305932,G121eI114B,positive,Retained By Filtering,42002.46,39634.99,595.51,532.28
M305933,G121eI114B,positive,Retained By Filtering,42171.58,39947.92,619.23,575.89
M305934,G121eI114B,positive,Retained By Filtering,43088.39,39519.72,747.81,516.21
M305935,G121eI114B,positive,Retained By Filtering,42888.68,39337.68,719.8,490.84
M305936,G121eI114B,positive,Retained By Filtering,42612.41,39493.05,681.06,512.5
M305937,G121eI114B,positive,Retained By Filtering,42347.06,39275.04,643.84,482.11
M305938,G121eI114B,positive,Retained By Filtering,42158.96,40241.55,617.46,616.82
M305939,G121eI114B,positive,Retained By Filtering,42184.37,40540.87,621.02,658.54
M305941,G121eI114B,positive,Retained By Filtering,42312.81,40674.18,639.04,677.12
M305990,G121eI114B,positive,Retained By Filtering,42196.28,38806.79,622.69,416.84
M305991,G121eI114B,positive,Retained By Filtering,41717.21,39420.48,555.5,502.38
M305992,G121eI114B,positive,Retained By Filtering,41723.62,39647.57,556.4,534.03
M305993,G121eI114B,positive,Retained By Filtering,41639.6,39959.08,544.62,577.45
M305995,G121eI114B,positive,Retained By Filtering,41321.67,39921.38,500.03,572.2
M305996,G121eI114B,positive,Retained By Filtering,40995.52,39926.63,454.29,572.93
M305997,G121eI114B,positive,Retained By Filtering,40778,39768.14,423.78,550.84
M305998,G121eI114B,positive,Retained By Filtering,42434.02,41343.85,656.04,770.46
M305999,G121eI114B,positive,Retained By Filtering,42403.66,40989.71,651.78,721.1
M306001,G121eI114B,positive,Retained By Filtering,42166.99,40923.38,618.59,711.85
M306002,G121eI114B,positive,Retained By Filtering,41926,40774.76,584.79,691.14
M306003,G121eI114B,positive,Retained By Filtering,41635,40654.93,543.97,674.44
M306004,G121eI114B,positive,Retained By Filtering,41255.36,40693.77,490.73,679.85
M306005,G121eI114B,positive,Excluded By Filtering,41324.66,40994.49,500.45,721.76
M306006,G121eI114B,positive,Retained By Filtering,41211.82,41228.55,484.62,754.39
M306007,G121eI114B,positive,Retained By Filtering,41295.54,41605.2,496.36,806.88
M306008,G121eI114B,positive,Retained By Filtering,40982.21,41706.03,452.42,820.94
M306009,G121eI114B,positive,Retained By Filtering,40822.1,41578.71,429.96,803.19
M306010,G121eI114B,positive,Retained By Filtering,40786.1,41347.32,424.91,770.94
M306012,G121eI114B,positive,Retained By Filtering,40863.52,41011.72,435.77,724.17
M306013,G121eI114B,positive,Retained By Filtering,40982.36,40812.45,452.44,696.39
M306014,G121eI114B,positive,Retained By Filtering,41299.82,41223.04,496.96,753.62
M306016,G121eI114B,positive,Retained By Filtering,41052.42,40518.67,462.27,655.44
M306017,G121eI114B,positive,Retained By Filtering,41098.65,40292.1,468.75,623.87
M306018,G121eI114B,positive,Retained By Filtering,41528.75,40326.42,529.07,628.65
M306019,G121eI114B,positive,Retained By Filtering,41333.44,40127.3,501.68,600.9
M306020,G121eI114B,positive,Retained By Filtering,40963.69,40121.43,449.82,600.08
M306021,G121eI114B,positive,Retained By Filtering,40167.38,40329.08,338.14,629.02
M306022,G121eI114B,positive,Retained By Filtering,40734.38,37281.21,417.66,204.21
M306023,G121eI114B,positive,Retained By Filtering,41063.25,37414.54,463.78,222.79
M306024,G121eI114B,positive,Retained By Filtering,40765.63,37433.25,422.04,225.4
M306025,G121eI114B,positive,Retained By Filtering,40740.12,37919.65,418.46,293.2
M306026,G121eI114B,positive,Retained By Filtering,40631.19,38191.15,403.19,331.04
M306027,G121eI114B,positive,Retained By Filtering,40352.22,38027.68,364.06,308.25
M306029,G121eI114B,positive,Retained By Filtering,40467.65,38446.55,380.25,366.64
M306030,G121eI114B,positive,Retained By Filtering,40857.06,38305.09,434.87,346.92
M306032,G121eI114B,positive,Retained By Filtering,41313.53,38543.13,498.89,380.1
M306033,G121eI114B,positive,Retained By Filtering,41281.36,38359.6,494.37,354.52
